1.000000000000000000e+05,5.456008730278659158e+01,-3.111939803882352029e-01,5.456097477301082677e+01
4.100780155999999959e+06,5.381646282154182614e+01,2.721505725442045165e+00,5.388523233721839745e+01
8.101560311999999918e+06,5.400565467998890057e+01,5.401340259711325587e+00,5.427508833724165527e+01
1.210234047000000067e+07,5.445350379805989860e+01,7.989698002329044257e+00,5.503652741637815637e+01
1.610312061999999918e+07,5.499154042219001326e+01,1.057628264830890252e+01,5.599935064500549942e+01
2.010390078000000119e+07,5.578639732441414623e+01,1.289075906831157603e+01,5.725638650661303330e+01
2.410468094000000134e+07,5.676281737944954386e+01,1.520097358925151454e+01,5.876297333282124669e+01
2.810546108999999985e+07,5.773805309515492468e+01,1.725561290282741567e+01,6.026142175447865412e+01
3.210624125000000000e+07,5.885544281492175855e+01,1.925108125544482363e+01,6.192388294062529042e+01
3.610702139999999851e+07,5.980893146046532394e+01,2.093151771679469064e+01,6.336589553041232392e+01
4.010780156000000238e+07,6.108510406700734308e+01,2.276263399063056170e+01,6.518839962039662339e+01
4.410858171999999881e+07,6.235529650220892961e+01,2.439717128713729366e+01,6.695823301650294468e+01
4.810936186999999732e+07,6.357892427280580705e+01,2.595136717730757070e+01,6.867134096592705816e+01
5.211014203000000119e+07,6.488471963033960321e+01,2.734203454685289714e+01,7.041032377903879080e+01
5.611092217999999970e+07,6.604980886491765091e+01,2.870215469133496100e+01,7.201660180137268696e+01
6.011170234000000358e+07,6.720279354186273224e+01,2.992914710440193460e+01,7.356608801769438344e+01
6.411248250000000000e+07,6.834674652386010507e+01,3.110522703063676175e+01,7.509202959718321324e+01
6.811326265000000596e+07,6.945864320638973766e+01,3.218202440935316133e+01,7.655185047506529372e+01
7.211404281000000238e+07,7.048161971829657091e+01,3.313534001189297129e+01,7.788202280255904952e+01
7.611482295999999344e+07,7.151204353664104474e+01,3.412064449208889272e+01,7.923503487310370019e+01
8.011560312000000477e+07,7.254233446321190115e+01,3.512603133181404047e+01,8.059918341085152349e+01
8.411638328000000119e+07,7.362845316910531324e+01,3.608334467715486227e+01,8.199485885813508901e+01
8.811716343000000715e+07,7.477343806410070215e+01,3.708641692280926350e+01,8.346537821215655129e+01
9.211794359000000358e+07,7.591000014224887593e+01,3.784494352650772697e+01,8.482079858219199764e+01
9.611872373999999464e+07,7.696088484768597482e+01,3.867215578301407675e+01,8.613079257411072831e+01
1.001195039000000060e+08,7.800197775763491848e+01,3.950730823967074201e+01,8.743646801219117037e+01
1.041202840999999940e+08,7.903039810625608652e+01,4.019283281323362900e+01,8.866378987154719482e+01
1.081210642000000030e+08,7.998334819386617767e+01,4.097020261209231506e+01,8.986597515398769076e+01
1.121218444000000060e+08,8.095015087510140006e+01,4.158204925455453349e+01,9.100545998405743831e+01
1.161226245000000000e+08,8.171690344804166273e+01,4.233238423615706125e+01,9.203088103595554514e+01
1.201234047000000030e+08,8.252211708638073162e+01,4.296772452425739175e+01,9.303829942131788755e+01
1.241241847999999970e+08,8.331183612862730570e+01,4.360469869047821589e+01,9.403314196075042730e+01
1.281249650000000000e+08,8.427947480691236137e+01,4.422384190365581702e+01,9.517761326303849501e+01
1.321257450999999940e+08,8.507643241892323260e+01,4.494465368979461317e+01,9.621861175691104506e+01
1.361265253000000119e+08,8.598198955963881929e+01,4.549368132848194790e+01,9.727578100149752061e+01
1.401273055000000000e+08,8.690415578778336680e+01,4.608965729452747695e+01,9.836965387107098024e+01
1.441280855999999940e+08,8.766322217462477795e+01,4.669299984925123681e+01,9.932309276779393770e+01
1.481288658000000119e+08,8.853292391675749684e+01,4.719241575897306973e+01,1.003254839132019356e+02
1.521296459000000060e+08,8.930860430571897268e+01,4.773321726678889121e+01,1.012644401242309584e+02
1.561304260999999940e+08,8.990322543931863208e+01,4.825669280885665557e+01,1.020357699301637382e+02
1.601312061999999881e+08,9.050543574074721676e+01,4.865189542415226498e+01,1.027533008082230594e+02
1.641319864000000060e+08,9.116703169169872467e+01,4.925936294335317456e+01,1.036238992948064919e+02
1.681327665999999940e+08,9.184219532026386901e+01,4.977646115053699560e+01,1.044637972022672443e+02
1.721335466999999881e+08,9.249277758549371242e+01,5.025719554743372441e+01,1.052649020793379151e+02
1.761343269000000060e+08,9.325413740460101053e+01,5.080306450517613115e+01,1.061945643909955095e+02
1.801351070000000000e+08,9.406797934047830267e+01,5.121070199995921257e+01,1.071042517201314439e+02
1.841358871999999881e+08,9.488338209079921626e+01,5.177034297262454743e+01,1.080880410058937713e+02
1.881366673000000119e+08,9.575753017485563134e+01,5.229034530939243552e+01,1.091044673593335688e+02
1.921374475000000000e+08,9.645454549940744471e+01,5.282303874656715692e+01,1.099715998334051505e+02
1.961382275999999940e+08,9.732819220905670932e+01,5.326155762799189120e+01,1.109485039089891814e+02
2.001390078000000119e+08,9.802270886926746130e+01,5.372102702386623463e+01,1.117783529963119946e+02
2.041397880000000000e+08,9.859513590957443796e+01,5.406596323547768890e+01,1.124461168987505744e+02
2.081405680999999940e+08,9.930299803550116167e+01,5.454711810173231612e+01,1.132981619976382603e+02
2.121413483000000119e+08,9.990715066341520867e+01,5.493989586341385234e+01,1.140168010039095208e+02
2.161421284000000060e+08,1.006019040855083517e+02,5.517937829206103828e+01,1.147410427629459946e+02
2.201429085999999940e+08,1.013014501257014075e+02,5.560211618727488769e+01,1.155576874209292271e+02
2.241436886999999881e+08,1.019180741450210519e+02,5.605890168870867285e+01,1.163180738147529354e+02
2.281444689000000060e+08,1.025954153034575853e+02,5.640558624560284073e+01,1.170786462212434316e+02
2.321452490000000000e+08,1.031502950571320412e+02,5.672045691495790720e+01,1.177165816825097693e+02
2.361460291999999881e+08,1.037934864791639171e+02,5.714141569635746976e+01,1.184830334827915834e+02
2.401468094000000060e+08,1.044192896445250796e+02,5.761347430210641818e+01,1.192589639022019128e+02
2.441475895000000000e+08,1.050738838510389286e+02,5.791870054575064586e+01,1.199795688459079059e+02
2.481483696999999881e+08,1.056869483926079880e+02,5.832215263114499493e+01,1.207112444972396048e+02
2.521491498000000119e+08,1.062288225620604152e+02,5.879336740906856562e+01,1.214134374532713849e+02
2.561499300000000000e+08,1.068436608255463511e+02,5.908309819973813148e+01,1.220916882981158835e+02
2.601507100999999940e+08,1.075891686384806860e+02,5.955024238836386985e+01,1.229701613271785732e+02
2.641514903000000119e+08,1.082126513440192639e+02,6.002041305532659976e+01,1.237433953560120017e+02
2.681522705000000000e+08,1.089295321250415043e+02,6.039562524783720221e+01,1.245522963178826359e+02
2.721530506000000238e+08,1.095367303599538360e+02,6.064904440453013024e+01,1.252062374050586158e+02
2.761538308000000119e+08,1.104146759992601829e+02,6.105142621632987243e+01,1.261692407802693197e+02
2.801546108999999762e+08,1.112078968671701915e+02,6.124014253383832340e+01,1.269549187041762224e+02
2.841553911000000238e+08,1.118345377573562160e+02,6.161073010106378689e+01,1.276825982622050901e+02
2.881561711999999881e+08,1.124578233166997734e+02,6.188157779493511157e+01,1.283592291014583395e+02
2.921569513999999762e+08,1.129971169804198752e+02,6.217441096382285792e+01,1.289728879438815738e+02
2.961577315000000000e+08,1.136301277820796116e+02,6.243017796088952309e+01,1.296508120298522329e+02
3.001585116999999881e+08,1.140053783340823799e+02,6.279620965342702021e+01,1.301560226648556693e+02
3.041592918999999762e+08,1.145355509266216671e+02,6.296109058647279255e+01,1.307000051794290414e+02
3.081600720000000000e+08,1.148727326517712584e+02,6.349038560143150534e+01,1.312508048383085963e+02
3.121608521999999881e+08,1.154981166103805776e+02,6.374496669922515224e+01,1.319213239777041906e+02
3.161616323000000119e+08,1.160942405853338073e+02,6.399898285063437697e+01,1.325659930110326741e+02
3.201624125000000000e+08,1.167618507741383382e+02,6.421674425888802773e+01,1.332558442974024899e+02
3.241631926000000238e+08,1.173210301246330403e+02,6.458487210115882249e+01,1.339232235791391759e+02
3.281639728000000119e+08,1.179016729457625274e+02,6.491536874372359023e+01,1.345912685969753113e+02
3.321647530000000000e+08,1.186840218433747793e+02,6.525209214357522569e+01,1.354390363596562850e+02
3.361655331000000238e+08,1.192235912120626296e+02,6.567379409618864372e+01,1.361150687194096065e+02
3.401663133000000119e+08,1.198543666988177989e+02,6.586420547417569082e+01,1.367595070900707697e+02
3.441670933999999762e+08,1.204233999380029587e+02,6.623621252335449583e+01,1.374373715627128547e+02
3.481678736000000238e+08,1.210683365018900162e+02,6.649193289620650660e+01,1.381257370789691095e+02
3.521686536999999881e+08,1.214412542357107014e+02,6.681679242771637917e+01,1.386090256104235721e+02
3.561694338999999762e+08,1.221960329781294661e+02,6.705851022051764687e+01,1.393869228750938873e+02
3.601702140000000000e+08,1.227710799141356546e+02,6.731805616352274058e+01,1.400159231977501975e+02
3.641709941999999881e+08,1.234333046664995948e+02,6.744496715709901480e+01,1.406577559031675833e+02
3.681717743999999762e+08,1.239427104932755412e+02,6.763908591417059313e+01,1.411978803938800979e+02
3.721725545000000000e+08,1.245818229048786776e+02,6.780463126045793842e+01,1.418382833323543366e+02
3.761733346999999881e+08,1.252311190947840771e+02,6.800899862954541675e+01,1.425063405056964712e+02
3.801741148000000119e+08,1.256203918061814733e+02,6.814568955184449806e+01,1.429136726910162167e+02
3.841748950000000000e+08,1.261063987144664793e+02,6.845162522846734987e+01,1.434867547655550766e+02
3.881756751000000238e+08,1.265808270065476364e+02,6.870086972867957797e+01,1.440226206786230705e+02
3.921764553000000119e+08,1.271951690144502436e+02,6.904949022274225001e+01,1.447288607038525186e+02
3.961772353999999762e+08,1.275947001677419337e+02,6.946283337834195493e+01,1.452772959957723629e+02
4.001780156000000238e+08,1.280962453467081446e+02,6.985915118357742415e+01,1.459073304396114850e+02
4.041787958000000119e+08,1.286798613689483375e+02,6.992991859333680793e+01,1.464537477717879312e+02
4.081795758999999762e+08,1.292224530023803482e+02,7.038336136822468347e+01,1.471470690073115293e+02
4.121803561000000238e+08,1.299602094847128910e+02,7.054179865864060162e+01,1.478708943886749125e+02
4.161811361999999881e+08,1.305210397221815128e+02,7.052560217898293615e+01,1.483563358029155665e+02
4.201819163999999762e+08,1.311924642404524946e+02,7.085213347461433386e+01,1.491022719189314500e+02
4.241826965000000000e+08,1.320613537642184099e+02,7.089919813197836618e+01,1.498896175650453984e+02
4.281834766999999881e+08,1.325289360349678134e+02,7.099179779598154028e+01,1.503454496846050858e+02
4.321842568999999762e+08,1.330819061226392250e+02,7.128859892345739979e+01,1.509730375719602762e+02
4.361850370000000000e+08,1.335327825746169594e+02,7.156657147713248435e+01,1.515017431421547656e+02
4.401858171999999881e+08,1.338327386373699710e+02,7.160530703097553840e+01,1.517844587768420297e+02
4.441865973000000119e+08,1.343846790001452405e+02,7.208267168647945766e+01,1.524964049000266186e+02
4.481873775000000000e+08,1.347576633208804537e+02,7.228355724227164103e+01,1.529200460086921680e+02
4.521881576000000238e+08,1.352462734171597560e+02,7.249022452450846288e+01,1.534483206973695815e+02
4.561889378000000119e+08,1.357991579501569106e+02,7.280584987776204287e+01,1.540847269407155977e+02
4.601897178999999762e+08,1.364297955131800393e+02,7.286319281716505714e+01,1.546678181499936215e+02
4.641904981000000238e+08,1.370835323792938709e+02,7.304338035070145452e+01,1.553294249736415793e+02
4.681912783000000119e+08,1.375461276967307072e+02,7.320326349086046491e+01,1.558128846728591270e+02
4.721920583999999762e+08,1.381674454195741077e+02,7.336512976106976680e+01,1.564374802872687269e+02
4.761928386000000238e+08,1.386831778602739575e+02,7.353010412555229891e+01,1.569703794801393144e+02
4.801936186999999881e+08,1.393159697024931063e+02,7.376112894631421568e+01,1.576376971335878352e+02
4.841943988999999762e+08,1.398169897187070205e+02,7.390329681427459718e+01,1.581470451637329688e+02
4.881951790000000000e+08,1.402504771755464503e+02,7.421645896273118126e+01,1.586766496020609623e+02
4.921959591999999881e+08,1.406135896449220581e+02,7.425908416333102480e+01,1.590175876235305452e+02
4.961967393000000119e+08,1.411431092846552815e+02,7.448719330751680445e+01,1.595923534050786543e+02
5.001975195000000000e+08,1.417153840527715829e+02,7.465906880017294611e+01,1.601787333928368469e+02
5.041982996999999881e+08,1.420507453029915723e+02,7.468841431265074959e+01,1.604891693344867178e+02
5.081990798000000119e+08,1.425022545031205539e+02,7.479307633833617786e+01,1.609375556128038340e+02
5.121998600000000000e+08,1.431543890933947409e+02,7.492731914728841502e+01,1.615774807060150522e+02
