8.453748470000000000e+09,2.972447187727504492e+00
8.457749250000000000e+09,2.970053990221714457e+00
8.461750030000000000e+09,2.970836107051272990e+00
8.465750810000000000e+09,2.968698926280560091e+00
8.469751590000000000e+09,2.967866607049859606e+00
8.473752370000000000e+09,2.966258921485696476e+00
8.477753151000000000e+09,2.963937907144442718e+00
8.481753931000000000e+09,2.959744079069287270e+00
8.485754711000000000e+09,2.954695807620796533e+00
8.489755491000000000e+09,2.951179640246551106e+00
8.493756271000000000e+09,2.946546240137215111e+00
8.497757051000000000e+09,2.942515937798059422e+00
8.501757832000000000e+09,2.940698323249102852e+00
8.505758612000000000e+09,2.938726768577158310e+00
8.509759392000000000e+09,2.937807931115388183e+00
8.513760172000000000e+09,2.935649774235698839e+00
8.517760952000000000e+09,2.933682270034145834e+00
8.521761732000000000e+09,2.933354501472345888e+00
8.525762513000000000e+09,2.930843694043772985e+00
8.529763293000000000e+09,2.927326471122166929e+00
8.533764073000000000e+09,2.924796020800826568e+00
8.537764853000000000e+09,2.923057525940517376e+00
8.541765633000000000e+09,2.919263481044964692e+00
8.545766413000000000e+09,2.917881729704943972e+00
8.549767193000000000e+09,2.917503066553277957e+00
8.553767974000000000e+09,2.916327918193684976e+00
8.557768754000000000e+09,2.914277732606817661e+00
8.561769534000000000e+09,2.912121106224227596e+00
8.565770314000000000e+09,2.910694674528605752e+00
8.569771094000000000e+09,2.906548021993270225e+00
8.573771874000000000e+09,2.902094606536794075e+00
8.577772655000000000e+09,2.900100469640717549e+00
8.581773435000000000e+09,2.894774707529594426e+00
8.585774215000000000e+09,2.892882228355768248e+00
8.589774995000000000e+09,2.890122401457952517e+00
8.593775775000000000e+09,2.889872590667405650e+00
8.597776555000000000e+09,2.888011565040171647e+00
8.601777335000000000e+09,2.888646394393535655e+00
8.605778116000000000e+09,2.886062890069650777e+00
8.609778896000000000e+09,2.885652493986359701e+00
8.613779676000000000e+09,2.883278697815519820e+00
8.617780456000000000e+09,2.881342434181615175e+00
8.621781236000000000e+09,2.877806082698036061e+00
8.625782016000000000e+09,2.876564633770843038e+00
8.629782797000000000e+09,2.873206512003891877e+00
8.633783577000000000e+09,2.871415915774908179e+00
8.637784357000000000e+09,2.870113055933789514e+00
8.641785137000000000e+09,2.868432246347290437e+00
8.645785917000000000e+09,2.866948503070231080e+00
8.649786697000000000e+09,2.863706982034373905e+00
8.653787477000000000e+09,2.861087826736994355e+00
8.657788258000000000e+09,2.860221100544797945e+00
8.661789038000000000e+09,2.857745382111627652e+00
8.665789818000000000e+09,2.854248105975184746e+00
8.669790598000000000e+09,2.853247676154351264e+00
8.673791378000000000e+09,2.851590294306948881e+00
8.677792158000000000e+09,2.849666422850923642e+00
8.681792939000000000e+09,2.850151911450159670e+00
8.685793719000000000e+09,2.849730884234377815e+00
8.689794499000000000e+09,2.849167441387201904e+00
8.693795279000000000e+09,2.849002662399069852e+00
8.697796059000000000e+09,2.847800173995831852e+00
8.701796839000000000e+09,2.847395417133076645e+00
8.705797620000000000e+09,2.847345298629671451e+00
8.709798400000000000e+09,2.843046729112715720e+00
8.713799180000000000e+09,2.840970503988327067e+00
