1.000000000000000000e+05,1.966290862404413819e-03
4.100780155999999959e+06,-1.962380304226289326e-02
8.101560311999999918e+06,-3.887575071777690794e-02
1.210234047000000067e+07,-5.738585091137494987e-02
1.610312061999999918e+07,-7.572060349087991749e-02
2.010390078000000119e+07,-9.203202961572547192e-02
2.410468094000000134e+07,-1.080248223747975189e-01
2.810546108999999985e+07,-1.222052211113150155e-01
3.210624125000000000e+07,-1.357277938477224333e-01
3.610702139999999851e+07,-1.472520535812480713e-01
4.010780156000000238e+07,-1.592790450183769191e-01
4.410858171999999881e+07,-1.699399215119778428e-01
4.810936186999999732e+07,-1.800071265406406607e-01
5.211014203000000119e+07,-1.888861257582747089e-01
5.611092217999999970e+07,-1.976030474788871005e-01
6.011170234000000358e+07,-2.054502388827446901e-01
6.411248250000000000e+07,-2.129205075345846632e-01
6.811326265000000596e+07,-2.197734599647492015e-01
7.211404281000000238e+07,-2.259525992491699109e-01
7.611482295999999344e+07,-2.322446031349650608e-01
8.011560312000000477e+07,-2.385883111697413572e-01
8.411638328000000119e+07,-2.445416054693516361e-01
8.811716343000000715e+07,-2.506197981212825998e-01
9.211794359000000358e+07,-2.553177146405951059e-01
9.611872373999999464e+07,-2.604474377445855637e-01
1.001195039000000060e+08,-2.655884885183618094e-01
1.041202840999999940e+08,-2.699067158505347730e-01
1.081210642000000030e+08,-2.747702837682123866e-01
1.121218444000000060e+08,-2.787130518392182399e-01
1.161226245000000000e+08,-2.835973320404341913e-01
1.201234047000000030e+08,-2.878082900738658245e-01
1.241241847999999970e+08,-2.920237716734017108e-01
1.281249650000000000e+08,-2.959058643402507904e-01
1.321257450999999940e+08,-3.004948956184196884e-01
1.361265253000000119e+08,-3.040506178191146880e-01
1.401273055000000000e+08,-3.078049718453538253e-01
1.441280855999999940e+08,-3.117796871075690368e-01
1.481288658000000119e+08,-3.150781815185376700e-01
1.521296459000000060e+08,-3.186858684087229832e-01
1.561304260999999940e+08,-3.224197723156268514e-01
1.601312061999999881e+08,-3.254988425113074513e-01
1.641319864000000060e+08,-3.295363752325369266e-01
