1.0000000000E+05,1.0005846614E+00,2.3160808702E-03
4.1007801560E+06,9.9922793077E-01,-8.4507862286E-03
8.1015603121E+06,9.9939990989E-01,-1.6843839283E-02
1.2102340468E+07,9.9900461701E-01,-2.5561750926E-02
1.6103120624E+07,9.9840220144E-01,-3.4060367402E-02
2.0103900780E+07,9.9783558229E-01,-4.2572285874E-02
2.4104680936E+07,9.9713948842E-01,-5.1013389809E-02
2.8105461092E+07,9.9648867446E-01,-5.9875253966E-02
3.2106241248E+07,9.9581578297E-01,-6.8282796138E-02
3.6107021404E+07,9.9517042054E-01,-7.6544240066E-02
4.0107801560E+07,9.9475192455E-01,-8.4680863553E-02
4.4108581716E+07,9.9437849261E-01,-9.3014687704E-02
4.8109361872E+07,9.9383018913E-01,-1.0127071964E-01
5.2110142028E+07,9.9299454280E-01,-1.0955572715E-01
5.6110922184E+07,9.9193018373E-01,-1.1773641696E-01
6.0111702340E+07,9.9081286914E-01,-1.2602986848E-01
6.4112482496E+07,9.8947633563E-01,-1.3423169886E-01
6.8113262653E+07,9.8819476125E-01,-1.4269731020E-01
7.2114042809E+07,9.8659185850E-01,-1.5091078329E-01
7.6114822965E+07,9.8504340869E-01,-1.5909920743E-01
8.0115603121E+07,9.8338093517E-01,-1.6742217542E-01
8.4116383277E+07,9.8210034923E-01,-1.7559048233E-01
8.8117163433E+07,9.8078747140E-01,-1.8397240225E-01
9.2117943589E+07,9.7928937972E-01,-1.9227338331E-01
9.6118723745E+07,9.7774688581E-01,-2.0055096192E-01
1.0011950390E+08,9.7628803786E-01,-2.0877737921E-01
1.0412028406E+08,9.7454583765E-01,-2.1696265154E-01
1.0812106421E+08,9.7252522073E-01,-2.2523411672E-01
1.1212184437E+08,9.7064809303E-01,-2.3340488039E-01
1.1612262452E+08,9.6868888220E-01,-2.4145382269E-01
1.2012340468E+08,9.6634688007E-01,-2.4929063327E-01
1.2412418484E+08,9.6423993762E-01,-2.5732705563E-01
1.2812496499E+08,9.6217547316E-01,-2.6529905512E-01
1.3212574515E+08,9.5990875837E-01,-2.7318338542E-01
1.3612652531E+08,9.5768041818E-01,-2.8109017076E-01
1.4012730546E+08,9.5550232155E-01,-2.8900163883E-01
1.4412808562E+08,9.5312038824E-01,-2.9682856998E-01
1.4812886577E+08,9.5065572114E-01,-3.0463021855E-01
1.5212964593E+08,9.4824607173E-01,-3.1254788354E-01
1.5613042609E+08,9.4545904683E-01,-3.2030626386E-01
1.6013120624E+08,9.4259237118E-01,-3.2832944159E-01
1.6413198640E+08,9.3958005902E-01,-3.3635986228E-01
1.6813276655E+08,9.3673271365E-01,-3.4438762815E-01
1.7213354671E+08,9.3362830919E-01,-3.5233255873E-01
1.7613432687E+08,9.3059974815E-01,-3.6016092748E-01
1.8013510702E+08,9.2762423105E-01,-3.6802525846E-01
1.8413588718E+08,9.2463560509E-01,-3.7575340644E-01
1.8813666733E+08,9.2174361968E-01,-3.8344060087E-01
1.9213744749E+08,9.1880314747E-01,-3.9110565370E-01
1.9613822765E+08,9.1567179421E-01,-3.9873342109E-01
2.0013900780E+08,9.1258054156E-01,-4.0624574403E-01
2.0413978796E+08,9.0918050384E-01,-4.1383568014E-01
2.0814056811E+08,9.0581170944E-01,-4.2131135874E-01
2.1214134827E+08,9.0220150368E-01,-4.2877738997E-01
2.1614212843E+08,8.9836703400E-01,-4.3631898336E-01
2.2014290858E+08,8.9430806396E-01,-4.4380745282E-01
2.2414368874E+08,8.9030781727E-01,-4.5112552685E-01
2.2814446889E+08,8.8641020782E-01,-4.5829405706E-01
2.3214524905E+08,8.8254705214E-01,-4.6557408429E-01
2.3614602921E+08,8.7858737815E-01,-4.7296838228E-01
2.4014680936E+08,8.7468599976E-01,-4.8028848327E-01
2.4414758952E+08,8.7084351136E-01,-4.8767138647E-01
2.4814836967E+08,8.6705381209E-01,-4.9492737193E-01
2.5214914983E+08,8.6312187448E-01,-5.0241445917E-01
2.5614992999E+08,8.5891296843E-01,-5.0985821412E-01
2.6015071014E+08,8.5482913273E-01,-5.1704936671E-01
2.6415149030E+08,8.5059913670E-01,-5.2428864999E-01
2.6815227045E+08,8.4628078443E-01,-5.3129995054E-01
2.7215305061E+08,8.4170990848E-01,-5.3825142080E-01
2.7615383077E+08,8.3740979276E-01,-5.4504188851E-01
2.8015461092E+08,8.3281176611E-01,-5.5189013970E-01
2.8415539108E+08,8.2822751722E-01,-5.5869161427E-01
2.8815617123E+08,8.2352793504E-01,-5.6539274126E-01
2.9215695139E+08,8.1868212247E-01,-5.7209443306E-01
2.9615773155E+08,8.1360356887E-01,-5.7885482789E-01
3.0015851170E+08,8.0855910411E-01,-5.8546638711E-01
3.0415929186E+08,8.0364071410E-01,-5.9236288563E-01
3.0816007201E+08,7.9851148271E-01,-5.9894745155E-01
3.1216085217E+08,7.9335377782E-01,-6.0581794224E-01
3.1616163233E+08,7.8851944687E-01,-6.1260244016E-01
3.2016241248E+08,7.8337452664E-01,-6.1945719910E-01
3.2416319264E+08,7.7829793831E-01,-6.2625127812E-01
3.2816397279E+08,7.7314051458E-01,-6.3277144327E-01
3.3216475295E+08,7.6793792980E-01,-6.3920490090E-01
3.3616553311E+08,7.6287240969E-01,-6.4555434045E-01
3.4016631326E+08,7.5755769229E-01,-6.5180358632E-01
3.4416709342E+08,7.5233828120E-01,-6.5820489857E-01
3.4816787357E+08,7.4699538332E-01,-6.6457921252E-01
3.5216865373E+08,7.4143818569E-01,-6.7073530233E-01
3.5616943389E+08,7.3563895302E-01,-6.7690002096E-01
3.6017021404E+08,7.2987977139E-01,-6.8292993404E-01
3.6417099420E+08,7.2406276502E-01,-6.8902967998E-01
3.6817177435E+08,7.1830369785E-01,-6.9489042928E-01
3.7217255451E+08,7.1232600163E-01,-7.0060676138E-01
3.7617333467E+08,7.0666052896E-01,-7.0649060938E-01
3.8017411482E+08,7.0055507565E-01,-7.1201926715E-01
3.8417489498E+08,6.9473522077E-01,-7.1798627854E-01
3.8817567514E+08,6.8865537085E-01,-7.2390186936E-01
3.9217645529E+08,6.8254575701E-01,-7.2987353781E-01
3.9617723545E+08,6.7618887685E-01,-7.3549121557E-01
4.0017801560E+08,6.6989609337E-01,-7.4148663297E-01
4.0417879576E+08,6.6362250486E-01,-7.4719857044E-01
4.0817957592E+08,6.5740978517E-01,-7.5287521917E-01
4.1218035607E+08,6.5106318167E-01,-7.5865765034E-01
4.1618113623E+08,6.4468610558E-01,-7.6395458119E-01
4.2018191638E+08,6.3830361563E-01,-7.6934652865E-01
4.2418269654E+08,6.3198288760E-01,-7.7468053840E-01
4.2818347670E+08,6.2524391210E-01,-7.7967912760E-01
4.3218425685E+08,6.1885883866E-01,-7.8488529009E-01
4.3618503701E+08,6.1226624458E-01,-7.8985540695E-01
4.4018581716E+08,6.0547958639E-01,-7.9472781719E-01
4.4418659732E+08,5.9885507985E-01,-7.9952709008E-01
4.4818737748E+08,5.9206722601E-01,-8.0449250873E-01
4.5218815763E+08,5.8549635204E-01,-8.0925646649E-01
