1.000000000000000000e+05	1.199095866117344577e-03
4.100780155999999959e+06	-8.630351286409912795e-03
8.101560311999999918e+06	-1.709591152936066477e-02
1.210234047000000067e+07	-2.545118831820810876e-02
1.610312061999999918e+07	-3.375595341610765354e-02
2.010390078000000119e+07	-4.223217546701883707e-02
2.410468094000000134e+07	-5.043671175675015078e-02
2.810546108999999985e+07	-5.872594410302724860e-02
3.210624125000000000e+07	-6.701303043762327216e-02
3.610702139999999851e+07	-7.581756056651790809e-02
4.010780156000000238e+07	-8.415301329095038751e-02
4.410858171999999881e+07	-9.245852651102771935e-02
4.810936186999999732e+07	-1.008510277769264912e-01
5.211014203000000119e+07	-1.092758220070372127e-01
5.611092217999999970e+07	-1.175297067198696477e-01
6.011170234000000358e+07	-1.259521075408323865e-01
6.411248250000000000e+07	-1.343164652170993068e-01
6.811326265000000596e+07	-1.428398091366770151e-01
7.211404281000000238e+07	-1.512710184745338360e-01
7.611482295999999344e+07	-1.595013048634293107e-01
8.011560312000000477e+07	-1.677894427965220814e-01
8.411638328000000119e+07	-1.761777588331775724e-01
8.811716343000000715e+07	-1.844621816626628719e-01
9.211794359000000358e+07	-1.928496311755475423e-01
9.611872373999999464e+07	-2.012199289804380842e-01
1.001195039000000060e+08	-2.095992599578599680e-01
1.041202840999999940e+08	-2.178872686434306372e-01
1.081210642000000030e+08	-2.263227395785993301e-01
1.121218444000000060e+08	-2.346192478086268629e-01
1.161226245000000000e+08	-2.429728350529066772e-01
1.201234047000000030e+08	-2.512433403355511241e-01
1.241241847999999970e+08	-2.596146746774786740e-01
1.281249650000000000e+08	-2.679698407727945653e-01
1.321257450999999940e+08	-2.762636301301532593e-01
1.361265253000000119e+08	-2.845970789082868380e-01
1.401273055000000000e+08	-2.930854188598233656e-01
1.441280855999999940e+08	-3.015188277275787088e-01
1.481288658000000119e+08	-3.097872192220955112e-01
1.521296459000000060e+08	-3.180655083472241351e-01
1.561304260999999940e+08	-3.263696121136822614e-01
1.601312061999999881e+08	-3.347979675324160298e-01
1.641319864000000060e+08	-3.431361815810384241e-01
1.681327665999999940e+08	-3.515014099490978983e-01
1.721335466999999881e+08	-3.598601199023567787e-01
1.761343269000000060e+08	-3.682340207994586612e-01
1.801351070000000000e+08	-3.766304937741549730e-01
1.841358871999999881e+08	-3.849726940866290970e-01
1.881366673000000119e+08	-3.933581610523104732e-01
1.921374475000000000e+08	-4.016694605387340911e-01
1.961382275999999940e+08	-4.100622352480201016e-01
2.001390078000000119e+08	-4.185033323171693520e-01
2.041397880000000000e+08	-4.269077763840883888e-01
2.081405680999999940e+08	-4.352806657027935011e-01
2.121413483000000119e+08	-4.435977968812926941e-01
2.161421284000000060e+08	-4.521232130523455961e-01
2.201429085999999940e+08	-4.605119628417732591e-01
2.241436886999999881e+08	-4.687781966758621244e-01
2.281444689000000060e+08	-4.770160809438716565e-01
2.321452490000000000e+08	-4.854203279210433375e-01
2.361460291999999881e+08	-4.937738373554825810e-01
2.401468094000000060e+08	-5.020980772038601270e-01
2.441475895000000000e+08	-5.105090127028730773e-01
2.481483696999999881e+08	-5.188691497552981868e-01
2.521491498000000119e+08	-5.272289015886710839e-01
2.561499300000000000e+08	-5.356136830035179708e-01
2.601507100999999940e+08	-5.439830402958929501e-01
2.641514903000000119e+08	-5.522744879307457389e-01
2.681522705000000000e+08	-5.607059112899447362e-01
2.721530506000000238e+08	-5.690100002413658320e-01
2.761538308000000119e+08	-5.774217051472778639e-01
2.801546108999999762e+08	-5.857805611192982154e-01
2.841553911000000238e+08	-5.940580521503660005e-01
2.881561711999999881e+08	-6.025227011100081631e-01
2.921569513999999762e+08	-6.109885214277802623e-01
2.961577315000000000e+08	-6.193255839632215709e-01
3.001585116999999881e+08	-6.275735482428551615e-01
3.041592918999999762e+08	-6.359363901395749252e-01
3.081600720000000000e+08	-6.442033422349564553e-01
3.121608521999999881e+08	-6.524966056783461088e-01
3.161616323000000119e+08	-6.609197679311479279e-01
3.201624125000000000e+08	-6.692820817454371296e-01
3.241631926000000238e+08	-6.775722753486059791e-01
3.281639728000000119e+08	-6.859343013857722715e-01
3.321647530000000000e+08	-6.942945443719497067e-01
3.361655331000000238e+08	-7.027005196476430182e-01
3.401663133000000119e+08	-7.110982484796587455e-01
3.441670933999999762e+08	-7.194255678856819047e-01
3.481678736000000238e+08	-7.277181047453261664e-01
3.521686536999999881e+08	-7.360616678443937522e-01
3.561694338999999762e+08	-7.443947263372223677e-01
3.601702140000000000e+08	-7.528258088887915811e-01
3.641709941999999881e+08	-7.612329727604690843e-01
3.681717743999999762e+08	-7.695661962921557242e-01
3.721725545000000000e+08	-7.777906663157849732e-01
3.761733346999999881e+08	-7.860202966704675775e-01
3.801741148000000119e+08	-7.943096458134404347e-01
3.841748950000000000e+08	-8.026549144268882996e-01
3.881756751000000238e+08	-8.110492681174606977e-01
3.921764553000000119e+08	-8.193232354531524431e-01
3.961772353999999762e+08	-8.276334090530955701e-01
4.001780156000000238e+08	-8.359144358953778386e-01
4.041787958000000119e+08	-8.442041043609926909e-01
4.081795758999999762e+08	-8.526039654618657870e-01
4.121803561000000238e+08	-8.608828032652432460e-01
4.161811361999999881e+08	-8.691772858155222270e-01
4.201819163999999762e+08	-8.774870989463773308e-01
4.241826965000000000e+08	-8.858791679314035328e-01
4.281834766999999881e+08	-8.942143725141045163e-01
4.321842568999999762e+08	-9.026456035161658509e-01
4.361850370000000000e+08	-9.110618285468451427e-01
4.401858171999999881e+08	-9.194514125799246873e-01
4.441865973000000119e+08	-9.277266079303390089e-01
4.481873775000000000e+08	-9.359309013817884715e-01
4.521881576000000238e+08	-9.441856227321796524e-01
4.561889378000000119e+08	-9.524629569776249527e-01
4.601897178999999762e+08	-9.607527701941255271e-01
4.641904981000000238e+08	-9.690756353932898914e-01
4.681912783000000119e+08	-9.774645376206377856e-01
4.721920583999999762e+08	-9.857908051954188400e-01
4.761928386000000238e+08	-9.941465351775073955e-01
4.801936186999999881e+08	-1.002482123059208474e+00
4.841943988999999762e+08	-1.010744327002392584e+00
4.881951790000000000e+08	-1.019179351106778819e+00
4.921959591999999881e+08	-1.027456211861281332e+00
4.961967393000000119e+08	-1.035802246037664132e+00
5.001975195000000000e+08	-1.044114086611204417e+00
5.041982996999999881e+08	-1.052407431821196004e+00
5.081990798000000119e+08	-1.060788873882872352e+00
5.121998600000000000e+08	-1.069233194946703547e+00
5.162006401000000238e+08	-1.077570955759337812e+00
5.202014203000000119e+08	-1.085872983966336580e+00
5.242022003999999762e+08	-1.094119964859789906e+00
5.282029806000000238e+08	-1.102392504533899587e+00
5.322037608000000119e+08	-1.110750377822436130e+00
5.362045408999999762e+08	-1.119074261886162880e+00
5.402053211000000238e+08	-1.127372630039588985e+00
5.442061012000000477e+08	-1.135547136578718419e+00
